"composer_name","composer_cat_name","composer_page_id","composer_ns"
"Bourges, Maurice","Category:Bourges, Maurice","188417","14"
"Bourgois","Category:Bourgois","134772","14"
"Bourguignon, François","Category:Bourguignon, François","109147","14"
"Bourne, Mabel Hyde","Category:Bourne, Mabel Hyde","420090","14"
"Bourne, Richard","Category:Bourne, Richard","156356","14"
"Bournonville, Armand","Category:Bournonville, Armand","317447","14"
"Bournonville, August","Category:Bournonville, August","171684","14"
"Bournonville, Jacques de","Category:Bournonville, Jacques de","129261","14"
"Bousquet, Francis","Category:Bousquet, Francis","342780","14"
"Bousset, Jean-Baptiste Drouart de","Category:Bousset, Jean-Baptiste Drouart de","171229","14"
"Bousset, René de","Category:Bousset, René de","223812","14"
"Bouvard, François","Category:Bouvard, François","223842","14"
"Bovicelli, Giovanni Battista","Category:Bovicelli, Giovanni Battista","198686","14"
"Bovio, Angelo","Category:Bovio, Angelo","230728","14"
"Bovy-Lysberg, Charles Samuel","Category:Bovy-Lysberg, Charles Samuel","41304","14"
"Bowen, York","Category:Bowen, York","282081","14"
"Bowers, Robert Hood","Category:Bowers, Robert Hood","385931","14"
"Bowman, Edward Morris","Category:Bowman, Edward Morris","362875","14"
"Boyadjian, G.","Category:Boyadjian, G.","414959","14"
"Boyce, William","Category:Boyce, William","146731","14"
"Boyer, Cyprien","Category:Boyer, Cyprien","391333","14"
"Boyle, George Frederick","Category:Boyle, George Frederick","237335","14"
"Boyvin, Jacques","Category:Boyvin, Jacques","12621","14"
"Bozzotti, Giuseppe","Category:Bozzotti, Giuseppe","62092","14"
"Brachet, Philip Louis","Category:Brachet, Philip Louis","207964","14"
"Brachrogge, Hans","Category:Brachrogge, Hans","143579","14"
"Brackett, Joseph","Category:Brackett, Joseph","109250","14"
"Bracquemond, Marthe","Category:Bracquemond, Marthe","286165","14"
"Bracquet, Gilles","Category:Bracquet, Gilles","428122","14"
"Bradbury, William Batchelder","Category:Bradbury, William Batchelder","199406","14"
"Brade, William","Category:Brade, William","239358","14"
"Bradsky, Theodor","Category:Bradsky, Theodor","451651","14"
"Braga, Antonio Correa","Category:Braga, Antonio Correa","70034","14"
"Braga, Gaetano","Category:Braga, Gaetano","55871","14"
"Bragina, Irina","Category:Bragina, Irina","414647","14"
"Braham, David","Category:Braham, David","319193","14"
"Brahe, May H.","Category:Brahe, May H.","109221","14"
"Brahms, Johannes","Category:Brahms, Johannes","1616","14"
"Brailsford, Heather","Category:Brailsford, Heather","229236","14"
"Braithwaite, Walter Heurtley","Category:Braithwaite, Walter Heurtley","71780","14"
"Brakl, Istvan","Category:Brakl, Istvan","283511","14"
"Brambach, Carl Joseph","Category:Brambach, Carl Joseph","148575","14"
"Bramieri, Claudio","Category:Bramieri, Claudio","357590","14"
"Bramley, Henry Ramsden","Category:Bramley, Henry Ramsden","393423","14"
"Branche, Charles-Antoine","Category:Branche, Charles-Antoine","315032","14"
"Branco, Giovanni Giacomo","Category:Branco, Giovanni Giacomo","294536","14"
"Brandaleone, Guido","Category:Brandaleone, Guido","195963","14"
"Brandeis, Frederick","Category:Brandeis, Frederick","229138","14"
"Brandl, Johann","Category:Brandl, Johann","383628","14"
"Brandl, Johann Evangelist","Category:Brandl, Johann Evangelist","140408","14"
"Brandon, Sy","Category:Brandon, Sy","389470","14"
"Brandt, G. Auguste","Category:Brandt, G. Auguste","77165","14"
"Brandt, Jobst vom","Category:Brandt, Jobst vom","134793","14"
"Brandt, Noah","Category:Brandt, Noah","375160","14"
"Brandts Buys, Henri François Robert","Category:Brandts Buys, Henri François Robert","211497","14"
"Brandts Buys, Jan","Category:Brandts Buys, Jan","143306","14"
"Brandts Buys, Ludwig Felix","Category:Brandts Buys, Ludwig Felix","215160","14"
"Branscombe, Gena","Category:Branscombe, Gena","198025","14"
"Brant, Per","Category:Brant, Per","6426","14"
"Brassart, Johannes","Category:Brassart, Johannes","134920","14"
"Brassin, H.","Category:Brassin, H.","195235","14"
"Brassin, Louis","Category:Brassin, Louis","33315","14"
"Brätel, Ulrich","Category:Brätel, Ulrich","135642","14"
"Bratton, John Walter","Category:Bratton, John Walter","385960","14"
"Brauchle, Joseph Xaver","Category:Brauchle, Joseph Xaver","375921","14"
"Brauer, Max","Category:Brauer, Max","46079","14"
"Braun S.V.D., George","Category:Braun S.V.D., George","464515","14"
"Braun, Carl Anton Philipp","Category:Braun, Carl Anton Philipp","81808","14"
"Braun, Friedrich","Category:Braun, Friedrich","169241","14"
"Braun, Jean-Daniel","Category:Braun, Jean-Daniel","228819","14"
"Braun, Johann Georg Franz","Category:Braun, Johann Georg Franz","271387","14"
"Braun, Rudolf","Category:Braun, Rudolf","168992","14"
"Braun, Wilhelm","Category:Braun, Wilhelm","376629","14"
"Braune, Otto","Category:Braune, Otto","229780","14"
"Braunfels, Walter","Category:Braunfels, Walter","109065","14"
"Braungardt, Fridolin","Category:Braungardt, Fridolin","120065","14"
"Bravenz, Rose","Category:Bravenz, Rose","73158","14"
"Brazelton, Edgar A.","Category:Brazelton, Edgar A.","118243","14"
"Bree, Johannes Bernardus van","Category:Bree, Johannes Bernardus van","132476","14"
"Breidenstein, Karl","Category:Breidenstein, Karl","437964","14"
"Breig, Bertold","Category:Breig, Bertold","441244","14"
"Breitenbach, Clemens","Category:Breitenbach, Clemens","446383","14"
"Breitenbach, Franz Joseph","Category:Breitenbach, Franz Joseph","459398","14"
"Breitenbach, Ralph","Category:Breitenbach, Ralph","293056","14"
"Breitengraser, Wilhelm","Category:Breitengraser, Wilhelm","134929","14"
"Bremner, Robert","Category:Bremner, Robert","67788","14"
"Brenet, Michel","Category:Brenet, Michel","404311","14"
"Brentner, Johann","Category:Brentner, Johann","219643","14"
"Brescianello, Giuseppe Antonio","Category:Brescianello, Giuseppe Antonio","126688","14"
"Bretón, Tomás","Category:Bretón, Tomás","70341","14"
"Breuer, Bernhard","Category:Breuer, Bernhard","124791","14"
"Bréval, Jean-Baptiste","Category:Bréval, Jean-Baptiste","70345","14"
"Brevi, Giovanni Battista","Category:Brevi, Giovanni Battista","87032","14"
"Bréville, Pierre de","Category:Bréville, Pierre de","70352","14"
"Brewer, Alfred Herbert","Category:Brewer, Alfred Herbert","254414","14"
"Brewer, John Hyatt","Category:Brewer, John Hyatt","201058","14"
"Brewer, Thomas","Category:Brewer, Thomas","257347","14"
"Brewster","Category:Brewster","450590","14"
"Brian, Havergal","Category:Brian, Havergal","189416","14"
"Briault, Ph.","Category:Briault, Ph.","443811","14"
"Briccialdi, Giulio","Category:Briccialdi, Giulio","40360","14"
"Briccio, Giovanni","Category:Briccio, Giovanni","434303","14"
"Brida, Giano","Category:Brida, Giano","403728","14"
"Bridge, Frank","Category:Bridge, Frank","14648","14"
"Bridge, Frederick","Category:Bridge, Frederick","364112","14"
"Bridge, Joseph Cox","Category:Bridge, Joseph Cox","191674","14"
"Briegel, Wolfgang Carl","Category:Briegel, Wolfgang Carl","164093","14"
"Brigard","Category:Brigard","432526","14"
"Brignoli, Giacomo","Category:Brignoli, Giacomo","305459","14"
"Brink, Jules ten","Category:Brink, Jules ten","161437","14"
"Brioschi, Antonio","Category:Brioschi, Antonio","352584","14"
"Brisson, Frédéric","Category:Brisson, Frédéric","70357","14"
"Bristow, George Frederick","Category:Bristow, George Frederick","30418","14"
"Brito, Estêvão de","Category:Brito, Estêvão de","360159","14"
"Brixi, František Xaver","Category:Brixi, František Xaver","355987","14"
"Broadwood, John","Category:Broadwood, John","393242","14"
"Broadwood, Lucy Etheldred","Category:Broadwood, Lucy Etheldred","383419","14"
"Broca, José","Category:Broca, José","404276","14"
"Brochocka, Katarzyna","Category:Brochocka, Katarzyna","386970","14"
"Brockway, Howard","Category:Brockway, Howard","163496","14"
"Brod, Emil","Category:Brod, Emil","236737","14"
"Brod, Henri","Category:Brod, Henri","59762","14"
"Brodersen, Fritz","Category:Brodersen, Fritz","257981","14"
"Brogi, Renato","Category:Brogi, Renato","176187","14"
"Brolo, Bartolomeo","Category:Brolo, Bartolomeo","134000","14"
"Bromme, Walter","Category:Bromme, Walter","385971","14"
"Bronsart von Schellendorff, Hans","Category:Bronsart von Schellendorff, Hans","17336","14"
"Bronsart, Ingeborg","Category:Bronsart, Ingeborg","198119","14"
"Brooke, Arthur","Category:Brooke, Arthur","248115","14"
"Broome, Edward","Category:Broome, Edward","460333","14"
"Broschi, Carlo","Category:Broschi, Carlo","438567","14"
"Broschi, Riccardo","Category:Broschi, Riccardo","258879","14"
"Brösel","Category:Brösel","363601","14"
"Brosig, Moritz","Category:Brosig, Moritz","13797","14"
"Brossard, Sébastien de","Category:Brossard, Sébastien de","115599","14"
"Brosset, Jules","Category:Brosset, Jules","56522","14"
"Brounoff, Platon","Category:Brounoff, Platon","351335","14"
"Broustet, Édouard","Category:Broustet, Édouard","95874","14"
"Broutin, Clément","Category:Broutin, Clément","167727","14"
"Brower, Harriette","Category:Brower, Harriette","144147","14"
"Brown, Arthur Henry","Category:Brown, Arthur Henry","422195","14"
"Brown, Arthur L.","Category:Brown, Arthur L.","205955","14"
"Brown, Bartholomew","Category:Brown, Bartholomew","452541","14"
"Brown, Chris","Category:Brown, Chris","15185","14"
"Brown, Francis Henry","Category:Brown, Francis Henry","98849","14"
"Brown, Mary Helen","Category:Brown, Mary Helen","376641","14"
"Browne, Augusta","Category:Browne, Augusta","321308","14"
"Browne, John","Category:Browne, John","459161","14"
"Browne, John Lewis","Category:Browne, John Lewis","226917","14"
"Bruch, Max","Category:Bruch, Max","6158","14"
"Bruck, Arnold von","Category:Bruck, Arnold von","102695","14"
"Brucken Fock, Gerard von","Category:Brucken Fock, Gerard von","70360","14"
"Bruckner, Anton","Category:Bruckner, Anton","3646","14"
"Brückner, Friedrich","Category:Brückner, Friedrich","393428","14"
"Brückner, Oscar","Category:Brückner, Oscar","137469","14"
"Bruger, Hans Dagobert","Category:Bruger, Hans Dagobert","196798","14"
"Brüggemann, Alfred","Category:Brüggemann, Alfred","319927","14"
"Bruguière, Édouard","Category:Bruguière, Édouard","119985","14"
"Bruhier, Antoine","Category:Bruhier, Antoine","136322","14"
"Bruhns, Nicolaus","Category:Bruhns, Nicolaus","70362","14"
"Bruin, Bram","Category:Bruin, Bram","383157","14"
"Brukenthal, Bertha von","Category:Brukenthal, Bertha von","422477","14"
"Brüll, Ignaz","Category:Brüll, Ignaz","13729","14"
"Brull, Melecio","Category:Brull, Melecio","82234","14"
"Brumann, Conrad","Category:Brumann, Conrad","336802","14"
"Brumel, Antoine","Category:Brumel, Antoine","111988","14"
"Brun, Georges","Category:Brun, Georges","457134","14"
"Bruna, Pablo","Category:Bruna, Pablo","19317","14"
"Brune, Adolf","Category:Brune, Adolf","296380","14"
"Bruneau, Alfred","Category:Bruneau, Alfred","44238","14"
"Brunel, Raoul","Category:Brunel, Raoul","153781","14"
"Brunelli, Antonio","Category:Brunelli, Antonio","291363","14"
"Bruner, Garvin Ross","Category:Bruner, Garvin Ross","389100","14"
"Brunetti, Domenico","Category:Brunetti, Domenico","465319","14"
"Brunetti, Gaetano","Category:Brunetti, Gaetano","202539","14"
"Bruni, Antonio Bartolomeo","Category:Bruni, Antonio Bartolomeo","34107","14"
"Brunner, Christian Traugott","Category:Brunner, Christian Traugott","227088","14"
"Brusa, Francesco","Category:Brusa, Francesco","153504","14"
"Bruun, Asbjørn Ibsen","Category:Bruun, Asbjørn Ibsen","138705","14"
"Bruyant, Antoine","Category:Bruyant, Antoine","259157","14"
"Bruzzese, Angelo","Category:Bruzzese, Angelo","89201","14"
"Bryant, H.T.","Category:Bryant, H.T.","458570","14"
"Brygeman, William","Category:Brygeman, William","459162","14"
"Bryson, Ernest","Category:Bryson, Ernest","70366","14"
"Brzeziński, Franciszek","Category:Brzeziński, Franciszek","128101","14"
"Bubeck, Theodor","Category:Bubeck, Theodor","125613","14"
"Bucalossi, Procida","Category:Bucalossi, Procida","316139","14"
"Bucciali, Joseph","Category:Bucciali, Joseph","285887","14"
"Buccioni, Giuseppe","Category:Buccioni, Giuseppe","304136","14"
"Bucharoff, Simon","Category:Bucharoff, Simon","281204","14"
"Buchheit, Joseph Chen","Category:Buchheit, Joseph Chen","50854","14"
"Büchler, Ferdinand","Category:Büchler, Ferdinand","232819","14"
"Büchner, Ferdinand","Category:Büchner, Ferdinand","161284","14"
"Buchner, Hans","Category:Buchner, Hans","336807","14"
"Buchynsky, Arsen","Category:Buchynsky, Arsen","281964","14"
"Buck, Dudley","Category:Buck, Dudley","30424","14"
"Buck, Percy Carter","Category:Buck, Percy Carter","151494","14"
"Buel, Christoph","Category:Buel, Christoph","453639","14"
"Bueno, Julio A.","Category:Bueno, Julio A.","137407","14"
"Buffin, Victor","Category:Buffin, Victor","148327","14"
"Bühler, Franz","Category:Bühler, Franz","172006","14"
"Bukinik, Mikhail","Category:Bukinik, Mikhail","132582","14"
"Bulch, Thomas Edward","Category:Bulch, Thomas Edward","186543","14"
"Bull, Amos","Category:Bull, Amos","451995","14"
"Bull, Georges","Category:Bull, Georges","211951","14"
"Bull, John","Category:Bull, John","59827","14"
"Bull, Ole","Category:Bull, Ole","13569","14"
"Bullard, Frederic Field","Category:Bullard, Frederic Field","185726","14"
"Bülow, Hans von","Category:Bülow, Hans von","112739","14"
"Bülow, Johan","Category:Bülow, Johan","89666","14"
"Bumcke, Gustav","Category:Bumcke, Gustav","303156","14"
"Bunderla, Matej","Category:Bunderla, Matej","417837","14"
"Bunel, Gabriel","Category:Bunel, Gabriel","197096","14"
"Bungert, August","Category:Bungert, August","70372","14"
"Bunk, Gerard","Category:Bunk, Gerard","171288","14"
"Bunnett, Edward","Category:Bunnett, Edward","191869","14"
"Bunsen (née Waddington), Frances","Category:Bunsen (née Waddington), Frances","76153","14"
"Bunte, Johann Friedrich","Category:Bunte, Johann Friedrich","204951","14"
"Bunting, Edward","Category:Bunting, Edward","74799","14"
"Büntzly, Gerd","Category:Büntzly, Gerd","126988","14"
"Buona, Valerio","Category:Buona, Valerio","445166","14"
"Buonamente, Giovanni Battista","Category:Buonamente, Giovanni Battista","71823","14"
"Buonamici, Giuseppe","Category:Buonamici, Giuseppe","112589","14"
"Buongiorno Nardelli, Marco","Category:Buongiorno Nardelli, Marco","102391","14"
"Burck, Joachim a","Category:Burck, Joachim a","136299","14"
"Burdett, George Albert","Category:Burdett, George Albert","186055","14"
"Burdick, Richard Oscar","Category:Burdick, Richard Oscar","432808","14"
"Burditt, Benjamin A","Category:Burditt, Benjamin A","463729","14"
"Burger, Max","Category:Burger, Max","92531","14"
"Burgess, Francis","Category:Burgess, Francis","201956","14"
"Burgmüller, Friedrich","Category:Burgmüller, Friedrich","64444","14"
"Burgmüller, Norbert","Category:Burgmüller, Norbert","85350","14"
"Burian, Emil František","Category:Burian, Emil František","229527","14"
"Burke, James C.","Category:Burke, James C.","92991","14"
"Burkhard, Willy","Category:Burkhard, Willy","401373","14"
"Burleigh, Cecil","Category:Burleigh, Cecil","197323","14"
"Burleigh, Harry Thacker","Category:Burleigh, Harry Thacker","154516","14"
"Burlin, Natalie Curtis","Category:Burlin, Natalie Curtis","370029","14"
"Burmeister, Richard","Category:Burmeister, Richard","150252","14"
"Burmester, Willy","Category:Burmester, Willy","195703","14"
"Burnap, Uzziah Christopher","Category:Burnap, Uzziah Christopher","376655","14"
"Burnell, Paul","Category:Burnell, Paul","193078","14"
"Burnett, Ernie","Category:Burnett, Ernie","399485","14"
"Burney, Charles","Category:Burney, Charles","124129","14"
"Burnham, Mark","Category:Burnham, Mark","426005","14"
"Burns, Robert","Category:Burns, Robert","190865","14"
"Burrowes, John Freckleton","Category:Burrowes, John Freckleton","452554","14"
"Burton, Frederick Russell","Category:Burton, Frederick Russell","169243","14"
"Burton, John","Category:Burton, John","149088","14"
"Bury, Bernard de","Category:Bury, Bernard de","115271","14"
"Busch, Adolf","Category:Busch, Adolf","91414","14"
"Busch, Carl","Category:Busch, Carl","170750","14"
"Busch, Volkmar","Category:Busch, Volkmar","391458","14"
"Busnois, Antoine","Category:Busnois, Antoine","132704","14"
"Busoni, Ferruccio","Category:Busoni, Ferruccio","8889","14"
"Buss, Frank","Category:Buss, Frank","123285","14"
"Büsser, Henri","Category:Büsser, Henri","194921","14"
"Bussoni, Arcangelo","Category:Bussoni, Arcangelo","291367","14"
"Bustijn, Pieter","Category:Bustijn, Pieter","254126","14"
"Bustini, Alessandro","Category:Bustini, Alessandro","219411","14"
"Buterne, Jean-Baptiste","Category:Buterne, Jean-Baptiste","442952","14"
"Butikov, Matvey","Category:Butikov, Matvey","450175","14"
"Butkus, Lukas","Category:Butkus, Lukas","418839","14"
"Butler, Paul","Category:Butler, Paul","319164","14"
"Butler, Thomas Hamly","Category:Butler, Thomas Hamly","134968","14"
"Butt, Myscha","Category:Butt, Myscha","460614","14"
"Butterfield, James A.","Category:Butterfield, James A.","187660","14"
"Butterworth, George","Category:Butterworth, George","70386","14"
"Buttlar-Stubenberg, Anna von","Category:Buttlar-Stubenberg, Anna von","207073","14"
"Büttner, Paul","Category:Büttner, Paul","196525","14"
"Buttstett, Johann Heinrich","Category:Buttstett, Johann Heinrich","224393","14"
"Buttykay, Ákos","Category:Buttykay, Ákos","95304","14"
"Buus, Jacques","Category:Buus, Jacques","336873","14"
"Buxtehude, Dietrich","Category:Buxtehude, Dietrich","6428","14"
"Byerly, William","Category:Byerly, William","459598","14"
"Byrd, William","Category:Byrd, William","3321","14"
"Cabanilles, Juan","Category:Cabanilles, Juan","79414","14"
"Cabezón, Antonio de","Category:Cabezón, Antonio de","9387","14"
"Cabezón, Hernando de","Category:Cabezón, Hernando de","352377","14"
